drug_trial_id,drug_name,drug_manufacturer,trial_phase,trial_results,trial_start_date,trial_end_date,trial_sample_size,dosage_mg,trial_location,missing_per_row
T1506,Paracetamol,Roche,,Success,2023-07-17,2024-01-05,1649.0,443.96,Nairobi,1
T1507,Paracetamol,Pfizer,Phase II,Failure,2022-03-04,2022-07-06,,211.18,Kisumu,1
T1508,Unknown,Johnson & Johnson,Phase III,,2021-03-27,2021-08-21,4654.0,356.15,Eldoret,2
T1509,Metformin,Johnson & Johnson,Phase I,Failure,2022-01-28,2022-07-17,4162.0,74.53,Eldoret,0
T1510,Aspirin,Johnson & Johnson,Phase III,,2023-09-09,2024-06-03,1485.0,135.82,Nan,1
T1511,Metformin,Novartis,Phase II,Success,2022-07-04,2022-05-31,721.0,396.53,Eldoret,0
T1512,Paracetamol,Johnson & Johnson,Phase III,Ongoing,2023-11-20,2024-03-10,2893.0,397.86,Kisumu,0
T1513,Metformin,Pfizer,Phase III,Success,2023-07-27,2024-01-21,1938.0,397.06,Eldoret,0
T1514,Metformin,Novartis,Phase II,Failure,2022-08-14,2022-08-21,2666.0,196.19,Kisumu,0
T1515,Ibuprofen,Roche,Phase II,,2021-02-19,2021-08-03,1651.0,50.16,Eldoret,1
T1516,Ibuprofen,Novartis,Phase III,Success,2020-12-05,2020-09-05,549.0,137.94,Mombasa,0
T1517,Aspirin,Pfizer,Phase II,Ongoing,2023-04-05,2023-05-23,4759.0,333.53,Kisumu,0
T1518,Metformin,Roche,Phase I,,2023-06-29,2023-05-10,4910.0,442.88,Eldoret,1
T1519,Ibuprofen,Novartis,Phase II,Failure,,2020-08-15,4297.0,477.25,Kisumu,2
T1520,Metformin,Johnson & Johnson,Phase II,,2022-05-31,2022-08-09,3785.0,346.5,Nairobi,1
T1521,Aspirin,Roche,Phase II,Ongoing,2020-12-16,2021-02-13,3110.0,271.85,Kisumu,0
T1522,Ibuprofen,Unknown,Phase III,Success,2022-06-07,2022-10-25,-4338.0,308.35,Kisumu,1
T1523,Metformin,Unknown,Phase II,Ongoing,2022-03-30,2022-08-11,609.0,445.32,Kisumu,1
T1524,Aspirin,Novartis,Phase II,Success,2022-11-27,2023-01-28,3123.0,163.16,Nairobi,0
T1525,Paracetamol,Unknown,Phase I,Failure,,2020-08-30,1052.0,124.06,Eldoret,2
T1526,Aspirin,Novartis,Phase I,Failure,2022-12-24,2023-02-18,3726.0,111.86,Mombasa,0
T1235,Metformin,Novartis,Phase II,Failure,2023-10-15,2023-12-17,528.0,369.93,Mombasa,0
T1382,Paracetamol,Unknown,Phase II,Ongoing,2022-09-25,2023-12-04,,484.58,Nairobi,3
T1529,Aspirin,Pfizer,Phase I,Success,2020-02-16,2020-04-08,3839.0,437.23,Nairobi,0
T1530,Aspirin,Nan,Phase II,Ongoing,2023-02-26,2023-06-21,2287.0,108.6,Kisumu,0
T1531,Aspirin,Nan,Phase II,Failure,2024-01-22,2024-05-03,4967.0,64.88,Eldoret,0
T1532,Metformin,Johnson & Johnson,Phase II,Failure,2020-03-24,2020-03-30,,454.77,Nairobi,1
T1235,Paracetamol,Johnson & Johnson,Phase III,Ongoing,2021-08-02,2021-10-15,3351.0,289.06,Eldoret,0
T1534,Aspirin,Johnson & Johnson,Phase I,Success,2021-04-13,2021-11-08,4321.0,186.09,Kisumu,0
T1535,Metformin,Roche,Phase I,Success,2020-03-29,2020-06-07,2603.0,344.62,Mombasa,0
T1536,Ibuprofen,Unknown,Phase II,Failure,,2021-08-04,4137.0,403.75,Kisumu,2
T1537,Metformin,Johnson & Johnson,Phase I,Failure,2021-04-02,2021-10-05,3320.0,162.46,Kisumu,0
T1538,Ibuprofen,Roche,Phase I,,2021-10-19,2021-12-29,4148.0,,Mombasa,3
T1539,Metformin,Roche,Phase III,Success,2020-11-01,2021-01-18,973.0,418.34,Nairobi,0
T1540,Metformin,Pfizer,Phase I,Ongoing,2023-06-30,2023-09-14,291.0,423.04,Nairobi,0
T1541,Ibuprofen,Johnson & Johnson,Phase III,Failure,2020-05-30,2020-04-25,4830.0,271.35,Nairobi,1
T1542,Ibuprofen,Novartis,Phase II,Ongoing,2023-03-09,2023-09-29,3026.0,238.22,Kisumu,0
T1543,Ibuprofen,Novartis,Phase II,Ongoing,2021-12-30,2022-06-16,3389.0,351.33,Unknown,1
T1544,Ibuprofen,Roche,,Ongoing,2024-03-02,,3476.0,243.01,Kisumu,2
T1545,Paracetamol,Pfizer,Phase III,Success,2021-01-23,2021-05-25,1367.0,496.91,Eldoret,0
T1546,Paracetamol,Roche,Phase II,Ongoing,2021-09-23,,3036.0,340.75,Mombasa,1
T1547,Aspirin,Johnson & Johnson,Phase III,,2021-08-05,2021-01-11,2797.0,473.78,Nairobi,2
T1548,Paracetamol,Novartis,Phase III,Success,2023-03-31,2023-05-14,2701.0,340.45,Nairobi,0
T1549,Paracetamol,Unknown,Phase II,Success,2023-11-19,2024-06-03,4396.0,495.06,Kisumu,1
T1550,Metformin,Pfizer,Phase I,Failure,2022-08-31,2022-10-02,3461.0,239.66,Nairobi,0
T1551,Metformin,Novartis,Phase III,Ongoing,,2023-10-07,2223.0,54.06,Kisumu,1
T1552,Metformin,Pfizer,Phase III,Success,2021-11-04,2022-01-28,142.0,193.78,Eldoret,1
T1553,Aspirin,Novartis,Phase I,Failure,2020-11-22,2021-05-28,3504.0,194.22,Mombasa,0
T1554,Ibuprofen,Novartis,,Failure,2020-01-17,2020-05-15,4766.0,117.37,Kisumu,1
T1555,Aspirin,Novartis,Phase III,Failure,2022-08-17,,,261.65,Mombasa,3
T1556,Paracetamol,Roche,Phase III,Ongoing,2022-08-16,2022-09-30,820.0,451.23,Mombasa,0
T1557,Ibuprofen,Johnson & Johnson,Phase II,Ongoing,2020-04-03,2020-01-05,2537.0,136.52,Eldoret,0
T1558,Ibuprofen,Novartis,Phase III,Ongoing,2023-11-13,2023-12-28,1045.0,185.0,Eldoret,0
T1559,Metformin,Roche,Phase II,Failure,2023-12-26,,4789.0,292.6,Eldoret,1
T1560,Ibuprofen,Roche,Phase I,Ongoing,2020-07-21,2020-12-27,2921.0,432.8,Eldoret,0
T1561,Paracetamol,Roche,Phase III,Success,,2023-02-14,,179.55,Eldoret,2
T1562,Aspirin,Unknown,Phase II,,2021-07-03,2021-10-19,3209.0,202.43,Kisumu,3
T1563,Ibuprofen,Roche,Phase I,Failure,2021-05-27,2021-06-09,960.0,97.12,Kisumu,0
T1564,Aspirin,Roche,Phase III,Failure,2023-07-27,2023-10-18,2572.0,286.91,Eldoret,0
T1565,Aspirin,Pfizer,Phase III,Failure,2021-01-07,2021-04-05,2542.0,477.86,Eldoret,0
T1566,Unknown,Novartis,Phase I,Failure,2022-06-08,2022-09-23,220.0,245.37,Nairobi,1
T1567,Ibuprofen,Johnson & Johnson,Phase III,Success,2022-01-31,2022-06-07,4788.0,213.27,Kisumu,0
T1568,Aspirin,Pfizer,Phase III,Success,,2023-11-27,1878.0,204.57,Eldoret,1
T1569,Aspirin,Roche,Phase I,Success,2023-03-28,2023-05-12,993.0,486.44,Nairobi,0
T1570,Metformin,Pfizer,Phase I,Ongoing,2021-09-28,2022-02-05,466.0,88.54,Nairobi,0
T1571,Ibuprofen,Roche,Phase III,Ongoing,2023-11-15,2024-01-19,2093.0,133.4,Mombasa,0
T1572,Paracetamol,Roche,Phase III,Failure,2021-02-22,2021-03-05,2601.0,312.7,Nairobi,0
T1573,Ibuprofen,Pfizer,Phase III,Failure,2022-05-01,2022-05-09,286.0,213.9,Nairobi,0
T1574,Aspirin,Roche,Phase I,Failure,2022-08-09,2022-12-31,3338.0,118.59,Mombasa,0
T1575,Metformin,Pfizer,Phase II,Failure,2021-04-09,2021-06-30,1748.0,130.67,Nairobi,0
T1576,Metformin,Pfizer,Phase II,Success,2020-01-07,2019-12-03,4501.0,,Eldoret,1
T1577,Aspirin,Johnson & Johnson,Phase I,Success,2021-05-17,2021-07-27,-2733.0,430.06,Kisumu,0
T1578,Unknown,Novartis,Phase III,Success,2022-10-17,2023-04-30,151.0,243.3,Nairobi,1
T1579,Paracetamol,Johnson & Johnson,Phase I,,2023-03-22,2023-10-09,4673.0,317.76,Eldoret,1
T1580,Ibuprofen,Novartis,Phase II,Ongoing,2022-09-29,2023-02-26,421.0,498.49,Kisumu,0
T1581,Metformin,Roche,Phase I,Ongoing,,2020-06-22,3872.0,,Eldoret,2
T1582,Aspirin,Roche,Phase I,Ongoing,2022-06-26,2022-02-07,2918.0,482.33,Unknown,1
T1583,Paracetamol,Johnson & Johnson,Phase II,Failure,2023-02-13,2023-08-19,643.0,214.99,Eldoret,0
T1584,Aspirin,Pfizer,Phase I,Ongoing,,2021-04-19,87.0,324.56,Eldoret,1
T1585,Ibuprofen,Unknown,Phase I,Success,2022-09-21,2023-02-19,316.0,471.01,Kisumu,1
T1586,Ibuprofen,Novartis,Phase III,Failure,2023-08-30,,780.0,411.12,Kisumu,1
T1587,Metformin,Johnson & Johnson,Phase III,Ongoing,2020-04-24,2020-11-03,987.0,194.21,Nairobi,0
T1588,Metformin,Unknown,Phase III,Failure,2023-09-07,2024-02-29,959.0,97.7,Mombasa,1
T1589,Aspirin,Nan,Phase III,Ongoing,2023-04-13,2023-09-17,1654.0,,Kisumu,1
T1590,nan,Pfizer,Phase I,Failure,2023-02-17,2023-03-06,4259.0,389.34,Unknown,1
T1591,Paracetamol,Johnson & Johnson,Phase II,Success,,2022-07-25,2026.0,267.87,Kisumu,1
T1592,Ibuprofen,Pfizer,Phase II,Success,2023-11-26,2024-04-14,2681.0,296.77,Nairobi,0
T1593,Metformin,Novartis,Phase II,Success,2021-11-14,2021-12-12,-2866.0,,Unknown,2
T1594,Aspirin,Johnson & Johnson,Phase II,Ongoing,2023-05-12,2023-06-27,3397.0,209.59,Kisumu,0
T1595,Ibuprofen,Roche,Phase III,Failure,2023-02-16,2023-03-22,4900.0,132.26,Eldoret,0
T1596,Aspirin,Johnson & Johnson,Phase III,Ongoing,2023-04-11,,,97.07,Mombasa,2
T1597,Metformin,Johnson & Johnson,Phase II,Success,2020-06-04,2020-07-11,,448.23,Nairobi,1
T1598,Paracetamol,Johnson & Johnson,,Success,2021-04-23,2021-09-11,136.0,345.38,Nan,1
T1599,Aspirin,Johnson & Johnson,,Failure,2020-02-12,2021-01-29,4511.0,346.71,Nairobi,1
T1600,Metformin,Johnson & Johnson,Phase II,Ongoing,2023-06-01,,3957.0,64.78,Kisumu,1
T1601,Paracetamol,Johnson & Johnson,Phase II,Failure,2022-06-01,2022-01-13,4995.0,422.74,Nairobi,0
T1602,Aspirin,Johnson & Johnson,Phase III,Failure,2022-04-28,2022-08-15,1240.0,190.27,Eldoret,0
T1603,Ibuprofen,Johnson & Johnson,Phase I,Success,2021-11-21,2022-03-13,,421.71,Kisumu,1
T1604,Metformin,Roche,Phase III,Failure,2022-10-07,2023-02-13,1961.0,446.29,Nairobi,0
T1605,Unknown,Pfizer,Phase III,Success,2022-09-18,2022-10-12,4634.0,147.95,Nairobi,1
T1606,Ibuprofen,Pfizer,,Failure,2020-02-13,2020-06-24,4580.0,407.2,Mombasa,1
T1607,Ibuprofen,Novartis,Phase I,Success,2021-04-06,2021-10-03,461.0,191.7,Nairobi,0
T1608,Metformin,Roche,Phase III,Ongoing,2020-07-21,,3865.0,352.9,Nairobi,1
T1609,Paracetamol,Pfizer,Phase II,Ongoing,2023-11-16,2024-03-06,496.0,100.34,Eldoret,0
T1610,Aspirin,Roche,Phase II,Success,2022-12-22,2023-02-13,3573.0,258.0,Eldoret,0
T1235,Paracetamol,Pfizer,Phase II,Failure,2022-10-19,2023-03-10,3579.0,241.46,Kisumu,0
T1612,Paracetamol,Novartis,Phase II,Ongoing,2023-05-08,2023-08-18,1826.0,57.28,Eldoret,0
T1613,Ibuprofen,Novartis,Phase II,Success,2023-10-04,2023-10-02,629.0,323.18,Eldoret,0
T1614,Metformin,Johnson & Johnson,Phase II,Success,2023-04-06,2023-04-18,,69.56,Eldoret,1
T1615,Ibuprofen,Novartis,Phase I,Failure,2020-12-19,2021-02-25,3012.0,453.69,Mombasa,0
T1616,Paracetamol,Johnson & Johnson,Phase II,Success,2023-10-09,2024-02-16,,174.5,Kisumu,2
T1617,Metformin,Novartis,Phase I,,2020-03-06,2020-09-22,898.0,493.82,Nairobi,2
T1618,Ibuprofen,Novartis,Phase III,Ongoing,2023-04-30,2023-05-30,,422.15,Kisumu,1
T1619,Aspirin,Novartis,Phase III,Failure,2022-05-12,2023-04-29,3121.0,231.39,Kisumu,0
T1620,Metformin,Unknown,Phase I,Success,2023-10-04,2023-06-12,3616.0,453.82,Kisumu,1
T1621,Ibuprofen,Johnson & Johnson,Phase III,Ongoing,2020-03-23,2020-09-23,285.0,,Kisumu,1
T1622,Unknown,Roche,Phase I,Ongoing,2021-10-12,2022-04-28,3370.0,274.86,Eldoret,1
T1623,Ibuprofen,Pfizer,Phase I,Failure,,2021-05-28,2488.0,92.04,Eldoret,1
T1624,Paracetamol,Johnson & Johnson,Phase I,Ongoing,2020-03-03,,4580.0,420.38,Nairobi,1
T1625,Ibuprofen,Johnson & Johnson,Phase I,Success,2020-11-12,2020-09-12,1650.0,350.21,Kisumu,0
T1626,Ibuprofen,Johnson & Johnson,Phase I,Ongoing,2020-07-19,2020-10-29,1589.0,184.53,Eldoret,0
T1627,Paracetamol,Johnson & Johnson,Phase III,Ongoing,2022-06-25,2022-10-07,1102.0,365.75,Nairobi,0
T1628,Ibuprofen,Roche,Phase II,Ongoing,2020-02-02,2020-04-10,2158.0,66.34,Mombasa,0
T1629,Ibuprofen,Johnson & Johnson,Phase I,Ongoing,2021-02-07,2022-01-15,421.0,120.33,Mombasa,0
T1630,Ibuprofen,Novartis,Phase III,Failure,2021-11-10,2022-01-01,1172.0,441.02,Nairobi,0
T1631,Paracetamol,Novartis,Phase I,Success,2023-02-20,2023-08-18,,93.01,Nairobi,2
T1632,Aspirin,Pfizer,Phase I,Failure,2023-01-07,2023-03-04,1966.0,160.9,Mombasa,0
T1633,Ibuprofen,Johnson & Johnson,Phase II,Success,2021-02-02,2021-04-25,3422.0,478.58,Eldoret,0
T1634,Ibuprofen,Unknown,Phase I,Failure,2021-05-04,2021-06-01,475.0,211.58,Nairobi,1
T1635,Paracetamol,Pfizer,Phase III,Ongoing,2020-11-21,2021-06-04,3315.0,421.21,Nairobi,0
T1636,Aspirin,Novartis,Phase III,Ongoing,2022-08-09,2022-10-11,3926.0,139.76,Unknown,1
T1637,Paracetamol,Johnson & Johnson,Phase II,Ongoing,2021-02-28,2021-08-27,3954.0,63.55,Kisumu,0
T1638,Ibuprofen,Novartis,Phase II,Failure,,2024-06-17,1121.0,358.04,Mombasa,1
T1639,Ibuprofen,Pfizer,Phase III,Failure,2022-05-19,2022-11-04,1210.0,442.93,Mombasa,0
T1640,Aspirin,Novartis,Phase III,Failure,2021-02-09,2021-08-13,,159.36,Nairobi,1
T1641,Metformin,Nan,Phase II,,2024-01-25,2024-03-23,3143.0,66.2,Mombasa,1
T1642,Aspirin,Novartis,Phase I,Ongoing,2021-01-08,2021-10-17,2452.0,245.08,Mombasa,0
T1643,Metformin,Novartis,Phase II,Failure,2021-08-02,2021-06-07,2069.0,406.41,Mombasa,0
T1644,Metformin,Roche,,Ongoing,2023-08-06,2023-12-24,2420.0,332.25,Mombasa,1
T1645,Paracetamol,Johnson & Johnson,Phase III,Failure,2023-01-27,2023-04-17,2144.0,481.17,Mombasa,0
T1646,Ibuprofen,Pfizer,Phase III,Success,2021-12-07,2021-11-17,3237.0,208.12,Eldoret,0
T1647,Metformin,Pfizer,Phase III,Failure,2020-09-08,2020-11-03,2711.0,374.95,Nairobi,0
T1648,Paracetamol,Roche,Phase II,Ongoing,2023-10-25,2023-11-22,1067.0,129.25,Kisumu,1
T1649,Metformin,Novartis,Phase I,,2024-01-24,2024-08-05,2153.0,264.54,Nairobi,1
T1650,Unknown,Pfizer,,Success,2021-04-16,2021-04-25,1184.0,57.62,Eldoret,2
T1651,Metformin,Johnson & Johnson,Phase III,Failure,2022-09-18,2022-11-14,3925.0,462.08,Unknown,2
T1652,Metformin,Johnson & Johnson,Phase I,Ongoing,2020-12-10,2020-12-04,4732.0,271.37,Kisumu,0
T1653,Metformin,Pfizer,Phase III,Success,2022-03-13,,2604.0,155.75,Nairobi,1
T1654,Unknown,Novartis,Phase III,Ongoing,2020-10-29,2021-08-05,2369.0,99.09,Mombasa,1
T1655,Metformin,Novartis,Phase II,Ongoing,2020-08-12,,2307.0,132.64,Unknown,2
T1656,Metformin,Johnson & Johnson,,Success,2021-02-17,2021-04-15,,172.93,Eldoret,3
T1657,Metformin,Novartis,Phase I,Ongoing,2022-05-12,2022-09-14,4893.0,,Kisumu,1
T1658,Paracetamol,Johnson & Johnson,Phase I,,2020-04-30,2020-10-31,452.0,475.83,Nairobi,1
T1659,Paracetamol,Roche,Phase III,Success,2022-01-07,2022-03-23,4661.0,81.2,Nairobi,0
T1660,Aspirin,Johnson & Johnson,Phase III,Ongoing,2020-10-19,2020-11-02,4270.0,107.79,Eldoret,0
T1661,Aspirin,Johnson & Johnson,Phase II,Success,2022-04-26,2022-11-06,1347.0,117.01,Eldoret,0
T1662,Metformin,Novartis,Phase III,Failure,2023-10-11,2024-03-24,1205.0,310.98,Eldoret,0
T1663,Aspirin,Pfizer,Phase I,,2023-11-28,2024-03-02,712.0,397.37,Kisumu,1
T1664,Aspirin,Novartis,Phase III,Ongoing,2022-07-26,2022-09-13,2102.0,413.01,Mombasa,0
T1665,Ibuprofen,Johnson & Johnson,Phase I,,2020-12-13,,1853.0,243.14,Nan,2
T1666,Ibuprofen,Pfizer,Phase I,Failure,2022-03-11,2022-06-16,3007.0,319.16,Kisumu,1
T1667,Aspirin,Roche,Phase III,Failure,2022-12-07,,4540.0,396.4,Eldoret,1
T1668,Ibuprofen,Johnson & Johnson,,Ongoing,2020-05-11,2020-06-08,4472.0,,Eldoret,2
T1669,Ibuprofen,Johnson & Johnson,Phase III,Ongoing,2022-05-14,2022-06-06,4074.0,220.23,Unknown,1
T1670,nan,Johnson & Johnson,Phase II,Failure,2022-12-09,,4876.0,117.09,Nairobi,1
T1671,Unknown,Unknown,Phase II,Success,2021-11-25,2021-12-11,3297.0,110.97,Nairobi,2
T1672,Metformin,Pfizer,Phase I,Ongoing,2020-11-14,2021-03-28,972.0,119.7,Eldoret,0
T1673,Ibuprofen,Roche,Phase III,,2020-06-27,2021-01-02,3112.0,52.98,Eldoret,1
T1674,Metformin,Johnson & Johnson,Phase II,Success,2020-10-12,2021-02-08,2443.0,128.84,Nairobi,0
T1675,Paracetamol,Johnson & Johnson,Phase I,,2020-06-23,2020-12-02,3412.0,270.26,Unknown,2
T1676,Paracetamol,Johnson & Johnson,Phase II,Failure,2021-08-16,2021-09-08,4119.0,368.99,Mombasa,1
T1677,Metformin,Pfizer,Phase III,,2022-04-27,2022-02-05,2335.0,281.76,Unknown,2
T1678,Metformin,Roche,Phase III,Ongoing,2022-12-25,2023-05-02,3098.0,447.46,Nan,0
T1679,Metformin,Roche,Phase III,Failure,,2021-01-19,2845.0,54.72,Nairobi,1
T1680,Paracetamol,Novartis,Phase III,Success,2023-10-30,,1888.0,223.01,Mombasa,1
T1681,Paracetamol,Pfizer,Phase II,Ongoing,2022-04-03,2022-07-15,3535.0,270.11,Eldoret,0
T1682,Metformin,Pfizer,Phase III,Ongoing,2020-10-03,2020-09-21,281.0,326.56,Mombasa,0
T1683,Aspirin,Novartis,Phase II,Success,2022-03-08,2022-03-16,1332.0,150.79,Eldoret,1
T1684,Ibuprofen,Roche,Phase II,Failure,2022-03-26,2022-09-23,2969.0,374.25,Eldoret,0
T1685,Paracetamol,Pfizer,Phase III,Success,2024-01-28,2024-04-20,3081.0,298.35,Eldoret,0
T1686,nan,Novartis,Phase II,Ongoing,2022-04-09,2022-07-19,498.0,405.53,Nairobi,0
T1687,Aspirin,Novartis,,Ongoing,2020-07-03,2020-09-14,1564.0,331.63,Mombasa,1
T1688,Ibuprofen,Roche,,Success,2023-09-03,2023-04-26,2205.0,103.02,Unknown,3
T1689,Aspirin,Roche,Phase I,Success,2021-01-14,2021-06-03,2619.0,251.46,Nairobi,0
T1690,Ibuprofen,Novartis,Phase I,Success,2020-09-22,2021-03-28,,372.02,Mombasa,1
T1691,Metformin,Roche,Phase II,Success,,2021-03-01,-1300.0,,Kisumu,2
T1692,Paracetamol,Pfizer,Phase I,Failure,2023-05-02,2023-02-15,2171.0,488.29,Mombasa,0
T1693,Ibuprofen,Pfizer,Phase I,Failure,2022-03-10,2023-01-18,-3143.0,327.83,Unknown,1
T1694,Metformin,Johnson & Johnson,Phase I,Failure,2021-02-12,2021-12-05,2407.0,420.93,Nairobi,0
T1695,nan,Novartis,Phase III,Ongoing,2021-09-08,2021-11-28,1620.0,210.61,Nairobi,0
T1696,Paracetamol,Novartis,Phase I,Failure,2022-12-09,2022-12-03,4451.0,142.58,Eldoret,0
T1697,Metformin,Roche,Phase II,Success,2020-05-29,2020-07-25,4279.0,426.32,Eldoret,0
T1698,Paracetamol,Pfizer,Phase III,Ongoing,2021-11-15,2021-12-21,4001.0,65.27,Nairobi,0
T1699,Aspirin,Johnson & Johnson,Phase I,Ongoing,2024-01-08,2024-04-19,533.0,493.95,Nairobi,0
T1700,Metformin,Roche,,Failure,2021-03-11,2021-08-18,3553.0,152.86,Nairobi,1
T1701,Metformin,Unknown,Phase III,Ongoing,2021-12-08,2021-10-30,230.0,229.0,Eldoret,1
T1702,Ibuprofen,Novartis,Phase II,Success,2022-01-28,2022-07-20,1695.0,330.56,Eldoret,0
T1703,Aspirin,Johnson & Johnson,Phase II,Failure,2021-04-11,2022-02-01,256.0,307.8,Kisumu,0
T1704,Unknown,Novartis,Phase I,Success,2021-02-03,2021-03-28,857.0,426.56,Kisumu,1
T1705,Paracetamol,Johnson & Johnson,Phase III,Success,2023-12-29,2024-01-01,2565.0,374.85,Mombasa,0
T1706,Paracetamol,Pfizer,Phase II,Failure,2020-04-10,,3488.0,468.0,Mombasa,2
T1707,Unknown,Pfizer,Phase I,Ongoing,2021-01-04,2021-02-02,3582.0,377.86,Eldoret,1
T1708,Metformin,Novartis,Phase II,,2022-01-28,2022-03-15,3663.0,236.65,Unknown,2
T1709,Unknown,Pfizer,Phase I,Failure,2023-06-01,2023-08-16,2940.0,473.06,Eldoret,1
T1710,Aspirin,Johnson & Johnson,Phase I,,2022-03-04,2022-05-23,382.0,362.31,Eldoret,1
T1711,nan,Roche,Phase II,Failure,2023-05-08,2023-06-07,,435.48,Mombasa,1
T1712,Ibuprofen,Pfizer,Phase II,Success,2023-10-11,2024-02-26,,359.09,Mombasa,1
T1713,Ibuprofen,Roche,Phase III,Failure,2021-08-29,2021-11-20,1803.0,328.4,Mombasa,1
T1714,Paracetamol,Novartis,Phase III,Success,2023-08-24,2023-11-16,1154.0,299.18,Nairobi,0
T1715,Unknown,Roche,Phase II,Ongoing,2022-12-14,2023-06-03,2757.0,160.82,Eldoret,1
T1716,Metformin,Pfizer,Phase I,Failure,2021-05-09,2021-08-20,2183.0,,Eldoret,1
T1717,Metformin,Roche,Phase II,Failure,2023-06-08,2023-12-11,2709.0,77.5,Nan,0
T1718,Metformin,Roche,Phase II,Success,2022-02-04,2022-05-24,2627.0,77.74,Eldoret,0
T1719,Metformin,Johnson & Johnson,Phase I,Failure,2021-02-23,2021-08-11,4565.0,,Eldoret,1
T1720,Metformin,Johnson & Johnson,Phase III,Ongoing,2022-10-12,2023-06-25,4546.0,,Kisumu,1
T1721,Unknown,Pfizer,,Success,,2021-01-16,1374.0,198.21,Nan,3
T1722,Paracetamol,Novartis,Phase II,Success,2023-04-20,2023-06-30,3533.0,446.57,Eldoret,0
T1723,Metformin,Roche,Phase II,Success,2020-06-12,2021-01-17,1722.0,65.97,Nairobi,0
T1724,Paracetamol,Roche,Phase I,Failure,2023-09-24,2023-12-04,2126.0,147.34,Kisumu,0
T1725,Paracetamol,Novartis,Phase I,Ongoing,2021-01-29,2021-09-06,1547.0,131.27,Unknown,1
T1726,Ibuprofen,Roche,Phase I,Failure,2022-10-05,2023-03-11,1845.0,196.76,Eldoret,0
T1727,Paracetamol,Novartis,Phase I,Success,2024-06-02,2024-04-14,2955.0,458.42,Nairobi,0
T1728,Metformin,Pfizer,Phase II,Failure,2021-09-18,2022-03-19,3863.0,81.83,Mombasa,0
T1729,Ibuprofen,Unknown,Phase II,Failure,,2024-05-09,548.0,258.94,Kisumu,3
T1730,Paracetamol,Novartis,Phase III,Ongoing,2021-03-13,2021-05-17,,337.84,Eldoret,1
T1731,Metformin,Pfizer,Phase II,Success,2020-05-10,2020-08-10,4170.0,401.6,Kisumu,0
T1732,Paracetamol,Novartis,Phase III,,2021-02-14,2021-07-06,1650.0,,Nairobi,2
T1733,Paracetamol,Roche,Phase II,Ongoing,2023-11-27,2024-04-01,,71.18,Kisumu,1
T1734,Metformin,Roche,Phase II,Failure,2023-10-12,2024-01-28,2523.0,246.46,Unknown,1
T1735,Ibuprofen,Johnson & Johnson,Phase II,Success,2021-07-18,2021-09-09,1810.0,181.48,Kisumu,0
T1736,Aspirin,Johnson & Johnson,Phase II,Success,2022-06-12,2022-06-28,3082.0,242.93,Eldoret,0
T1737,Aspirin,Pfizer,Phase I,Success,2020-12-07,2020-12-12,4036.0,192.26,Eldoret,0
T1738,Metformin,Novartis,Phase III,Failure,2021-11-02,2021-03-01,2584.0,161.42,Mombasa,0
T1739,Ibuprofen,Roche,Phase II,Failure,2020-02-01,2020-05-18,2667.0,210.96,Nairobi,0
T1740,Paracetamol,Pfizer,Phase III,Failure,2023-02-23,2023-05-07,,66.45,Nairobi,2
T1741,Metformin,Pfizer,,Failure,2020-06-12,2021-03-02,653.0,,Kisumu,2
T1742,Paracetamol,Pfizer,Phase III,Failure,2022-09-17,2023-01-07,1764.0,162.14,Eldoret,0
T1743,Paracetamol,Novartis,,Success,2023-10-10,,4246.0,355.95,Nairobi,2
T1744,Unknown,Johnson & Johnson,Phase III,Success,2022-09-14,2023-02-03,3070.0,231.77,Nairobi,1
T1745,Metformin,Roche,Phase I,Failure,2021-08-20,2022-02-11,3263.0,105.98,Kisumu,0
T1746,Paracetamol,Pfizer,Phase I,,2022-04-01,2022-03-03,3021.0,,Mombasa,2
T1747,Aspirin,Pfizer,Phase III,Success,2023-06-23,2023-12-04,4527.0,238.89,Nairobi,0
T1748,Ibuprofen,Roche,Phase I,Success,2023-10-01,2023-03-31,885.0,183.84,Kisumu,0
T1749,Aspirin,Pfizer,Phase II,Success,2021-04-12,2022-03-30,4785.0,224.32,Nairobi,0
T1750,Paracetamol,Roche,Phase I,Ongoing,2022-11-07,2022-11-16,2610.0,111.93,Eldoret,0
T1751,Paracetamol,Johnson & Johnson,Phase I,Success,2022-10-30,2023-05-02,2637.0,210.87,Nairobi,0
T1752,Paracetamol,Novartis,Phase III,Failure,2022-06-19,2022-08-17,312.0,261.35,Eldoret,0
T1753,Paracetamol,Pfizer,Phase II,Success,2022-04-15,2022-09-07,4767.0,74.71,Nairobi,0
T1754,Ibuprofen,Roche,Phase I,Failure,2023-04-05,2023-09-27,4240.0,287.59,Kisumu,0
T1755,Metformin,Novartis,Phase III,Success,2023-06-23,,3213.0,,Mombasa,2
T1756,Metformin,Pfizer,Phase II,Ongoing,2021-12-08,2022-10-04,279.0,411.27,Nairobi,0
T1757,Ibuprofen,Roche,Phase II,Failure,2024-01-29,2024-03-13,4326.0,229.32,Eldoret,0
T1758,Metformin,Unknown,Phase I,Success,2021-08-31,,4253.0,496.98,Kisumu,2
T1759,Metformin,Roche,Phase II,Failure,2021-08-02,2021-03-18,1705.0,195.09,Unknown,2
